Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,COGS,Gross Margin,SG&A,R&D,Operating Margin,Net Int Inc & Other,EBT Margin,Net Margin %,Asset Turnover (Average),Return on Assets %,Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover
2/23/15,1575.49,1575.49,1570.08,2.24936E+13,273224709,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/20/15,1576.15,1576.26,1557.84,2.25077E+13,2383636252,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/19/15,1566.83,1570.07,1561.7,2.23745E+13,3191991547,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/18/15,1568.21,1568.31,1562.12,2.24002E+13,721534070,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/17/15,1567.62,1568.53,1560.08,2.23887E+13,2764324579,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/13/15,1565.28,1565.28,1557.37,2.23553E+13,1620082078,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/12/15,1558.36,1558.36,1547.44,2.22571E+13,4880475956,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/11/15,1543.11,1546.73,1535.34,2.20394E+13,6914372451,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/10/15,1543.13,1544.8,1528.23,2.20375E+13,980290131,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/9/15,1527.78,1535.08,1524.58,2.18183E+13,913246095,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/6/15,1534.67,1546.91,1530.59,2.19168E+13,5103815844,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/5/15,1539.83,1540.59,1525.92,2.19914E+13,3954260220,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/4/15,1523.08,1532.58,1519.87,2.17548E+13,5689276221,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/3/15,1529.68,1529.8,1510.12,2.18475E+13,472527443,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
2/2/15,1506.91,1507.24,1477.58,2.15225E+13,512240146,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/30/15,1488.62,1509.04,1487.52,2.12612E+13,337035520,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/29/15,1508.66,1510.63,1485.15,2.15479E+13,1104088430,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/28/15,1494.58,1524.58,1493.81,2.13476E+13,1828310981,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/27/15,1515.36,1524.82,1507.48,2.16454E+13,24631528,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/26/15,1533.7,1533.98,1519.67,2.19073E+13,174373448,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/23/15,1527.33,1534.98,1526.48,2.18163E+13,0,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/22/15,1534.94,1535.75,1506.82,2.19252E+13,193409755,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/21/15,1511.17,1515.93,1497.06,2.15979E+13,2410877170,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/20/15,1504.63,1510.29,1491.56,2.14879E+13,606751292,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/16/15,1503.82,1504.58,1480.78,2.14788E+13,289506966,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/15/15,1483.29,1505.78,1482.49,2.11876E+13,490882550,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/14/15,1498.63,1499.67,1481.73,2.14067E+13,652846670,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/13/15,1506.81,1531.54,1495.21,2.15139E+13,2088405119,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/12/15,1509.99,1524.53,1505.2,2.15646E+13,11770569,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/9/15,1521.56,1535.59,1516.75,2.17299E+13,117336472,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/8/15,1534.17,1535.32,1513.5,2.191E+13,505328264,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/7/15,1507.61,1509.32,1495.89,2.15335E+13,5728059615,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/6/15,1490.13,1510.43,1482.33,2.12838E+13,26264507,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/5/15,1504.36,1527.03,1501.72,2.14871E+13,1268329689,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
1/2/15,1531.72,1542.41,1522.4,2.18779E+13,2622892472,3991.00,27.10,-352.00,-8.80,-660.00,-0.84,783.00,-0.42,-226.00,-96.00,-322.00,-0.33,917.00,72.94,27.06,12.08,23.73,-8.82,-7.37,-16.19,-16.54,1.16,-19.20,-50.20,-7.25,-3.04,-27.52,-9.71,-9.28,-3.75,2.41,-8.07,0.49,25.25,17.14,21.81,10.42,74.62,6.05,15.02,4.31,100.00,8.97,7.40,10.52,18.24,45.13,65.36,2.77,113.25,-13.25,100.00,1.65,0.94,6.50,2.30,61.78,85.45,43.51,103.72,5.91,4.27,16.29,1.16
12/31/14,1532.7,1552.47,1532.15,2.18971E+13,96563399,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/30/14,1548.02,1553.51,1547.51,2.2116E+13,2661109954,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/29/14,1555.75,1557.76,1551.88,2.22265E+13,5011351031,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/26/14,1553.82,1556.72,1551.61,2.21998E+13,382149177,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/24/14,1548.16,1552.16,1548.16,2.21191E+13,892538252,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/23/14,1547.79,1550.8,1545.94,2.21143E+13,1122140244,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
12/22/14,1545,1545.19,1537.98,2.20744E+13,2667661791,5506.00,33.40,149.00,2.70,-403.00,-0.53,768.00,0.69,-98.00,-95.00,-193.00,-0.38,1296.00,66.60,33.40,10.97,19.47,2.71,-9.93,-7.23,-7.32,1.36,-9.95,-110.26,-9.25,-1.25,3.91,-5.71,0.38,0.97,1.73,-3.51,0.48,27.61,21.71,18.18,5.12,72.63,8.02,16.03,3.32,100.00,11.02,4.70,10.09,12.42,38.23,54.02,2.79,95.04,4.96,100.00,1.90,1.29,20.14,10.88,54.69,78.09,46.48,86.29,6.67,4.67,16.99,1.36
